,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
246,CNN,Sat Jun 09 16:26:06 +0000 2018,"Anthony Bourdain's fans turned the restaurant where he shot to fame as a chef into a memorial, leaving roses and no… https://t.co/5fg9y1cERL",0.4404,0.132,0.868,0.0,47
247,CNN,Sat Jun 09 16:14:06 +0000 2018,"Hall of Fame trainer Bob Baffert, who is looking to make history with a win today at the Belmont Stakes, compares h… https://t.co/sUsVNh98tA",0.7717,0.251,0.749,0.0,48
248,CNN,Sat Jun 09 16:00:03 +0000 2018,"The week began with news of Trump canceling the Philadelphia Eagles' visit to the White House, and ended with news… https://t.co/H1ILtBxF1W",0.0,0.0,1.0,0.0,49
249,CNN,Sat Jun 09 15:50:29 +0000 2018,Illinois Republicans in Congress are making an urgent plea to President Trump: Don't let Rod Blagojevich off the ho… https://t.co/L4UPCaV1kD,0.2023,0.087,0.913,0.0,50
250,CNN,Sat Jun 09 15:38:05 +0000 2018,Former Trump campaign chairman Paul Manafort and his attorneys struck back at special counsel Robert Mueller's char… https://t.co/m4eIhVUiWL,0.1779,0.13,0.773,0.097,51
251,CNN,Sat Jun 09 15:27:34 +0000 2018,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/7vTbQ8M6D8",-0.296,0.0,0.824,0.176,52
252,CNN,Sat Jun 09 15:13:56 +0000 2018,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/UkiwKzYsxC",0.0,0.0,1.0,0.0,53
253,CNN,Sat Jun 09 14:57:06 +0000 2018,Republicans haven't won statewide in Virginia since 2009. Tuesday's Senate primary shows why:… https://t.co/xkWpPfkUCE,-0.4585,0.0,0.813,0.187,54
254,CNN,Sat Jun 09 14:43:08 +0000 2018,President Trump says he thinks he’ll know “within the first minute” if North Korea is serious about peace… https://t.co/kRdFefn4fN,-0.0772,0.0,0.933,0.067,55
255,CNN,Sat Jun 09 14:36:51 +0000 2018,"RT @CNNPolitics: Trump: ""I think it would be asset to have Russia back in. I think it would be good for the world. I think it would be good…",0.6597,0.178,0.822,0.0,56
256,CNN,Sat Jun 09 14:30:03 +0000 2018,"""Consumer Financial Protection Bureau acting director Mick Mulvaney has ousted a committed group of experts who vol… https://t.co/l36frkFEtw",0.2732,0.116,0.884,0.0,57
257,CNN,Sat Jun 09 14:24:10 +0000 2018,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/D0Fi57k3zj,0.539,0.148,0.852,0.0,58
258,CNN,Sat Jun 09 14:20:07 +0000 2018,Things don't look good for Dodge and Chrysler https://t.co/twYdKzCpZ4 https://t.co/9aKZvGnuQG,-0.3412,0.0,0.789,0.211,59
259,CNN,Sat Jun 09 14:18:20 +0000 2018,"President Trump: Trade was ""at the top of the list"" at G7 discussions because ""the United States has been taken adv… https://t.co/u6247HzPsj",0.5574,0.187,0.813,0.0,60
260,CNN,Sat Jun 09 14:16:21 +0000 2018,President Trump is speaking at the G7 before heading to Singapore for the summit with Kim Jong Un. Watch live on CN… https://t.co/dNYLQOvVEk,0.0,0.0,1.0,0.0,61
261,CNN,Sat Jun 09 14:09:49 +0000 2018,President Trump is planning to depart the G7 ahead of climate change talks https://t.co/bfFqMKTIrg https://t.co/6PkzSs4guA,0.0,0.0,1.0,0.0,62
262,CNN,Sat Jun 09 14:01:04 +0000 2018,Former President Obama says he’ll always remember the meal he shared with Anthony Bourdain in Vietnam: “He taught u… https://t.co/XI67jcoy55,0.34,0.112,0.888,0.0,63
263,CNN,Sat Jun 09 13:46:07 +0000 2018,President Trump's tariffs on steel and aluminum threaten America's booming RV industry https://t.co/FxOEFN6Sx2 https://t.co/zpDj0uGxRI,-0.3818,0.0,0.833,0.167,64
264,CNN,Sat Jun 09 13:31:03 +0000 2018,"What is a tariff? Your trade questions, answered https://t.co/8Fylq20zXj https://t.co/pSfQJhAnZR",0.0,0.0,1.0,0.0,65
265,CNN,Sat Jun 09 13:26:05 +0000 2018,The Duke and Duchess of Sussex celebrate Queen Elizabeth II's official birthday with the traditional Trooping the C… https://t.co/L2o8IJcNej,0.5719,0.171,0.829,0.0,66
266,CNN,Sat Jun 09 13:16:00 +0000 2018,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/mPpGOqifbk",0.5859,0.153,0.847,0.0,67
267,CNN,Sat Jun 09 13:01:05 +0000 2018,"As the millions of US children diagnosed with ADHD move into adulthood, more and more are wondering whether to cont… https://t.co/Qs5xlj8fwK",0.0,0.0,1.0,0.0,68
268,CNN,Sat Jun 09 12:53:19 +0000 2018,"Fans around the world mourn chef and storyteller Anthony Bourdain, sharing memories of how his travels, food and co… https://t.co/jiW8HhY9ia",0.0,0.119,0.763,0.119,69
269,CNN,Sat Jun 09 12:46:08 +0000 2018,"Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/2Jxsnx7cI0",0.6124,0.238,0.762,0.0,70
270,CNN,Sat Jun 09 12:31:06 +0000 2018,Twitter has had a stunning turnaround https://t.co/hzutT84IrC https://t.co/AK7R50K5mh,0.3818,0.302,0.698,0.0,71
271,CNN,Sat Jun 09 12:16:00 +0000 2018,IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/Xz5NjtpaqH,0.4939,0.144,0.856,0.0,72
272,CNN,Sat Jun 09 12:01:03 +0000 2018,Mars is suddenly more interesting | By Jonathan Lunine via @CNNOpinion https://t.co/EA2ETHIldR https://t.co/fgmZax7nwV,0.4576,0.214,0.786,0.0,73
273,CNN,Sat Jun 09 11:52:04 +0000 2018,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/TYdsjSziK7,-0.5994,0.0,0.849,0.151,74
274,CNN,Sat Jun 09 11:46:00 +0000 2018,"During her commencement address to the MIT Class of 2018, Facebook COO Sheryl Sandberg spoke candidly about Faceboo… https://t.co/hznkJTzAPH",0.0,0.0,1.0,0.0,75
275,CNN,Sat Jun 09 11:31:05 +0000 2018,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/H6R3LykoER",-0.296,0.0,0.824,0.176,76
276,CNN,Sat Jun 09 11:16:00 +0000 2018,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/uRJsH7yPmG",0.3612,0.122,0.878,0.0,77
277,CNN,Sat Jun 09 11:01:06 +0000 2018,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/AGpnS1dn0C,0.765,0.329,0.526,0.145,78
278,CNN,Sat Jun 09 10:31:49 +0000 2018,"Organizers of a fashion show in Saudi Arabia used drones to display female clothes, drawing ridicule on social medi… https://t.co/cgo5HTjIJd",-0.4588,0.0,0.857,0.143,79
279,CNN,Sat Jun 09 10:16:00 +0000 2018,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/IZMve8IRLb",0.0,0.0,1.0,0.0,80
280,CNN,Sat Jun 09 10:01:03 +0000 2018,Are windowless planes the future of travel? https://t.co/Fjc2m6WgtG https://t.co/ux29QpKXWA,0.0,0.0,1.0,0.0,81
281,CNN,Sat Jun 09 09:31:04 +0000 2018,"Hurricanes and tropical storms are moving more slowly around the planet, resulting in higher rainfall and more extr… https://t.co/8qyqjq9IGd",0.0,0.0,1.0,0.0,82
282,CNN,Sat Jun 09 09:29:10 +0000 2018,"The Afghan Taliban called for a three-day ceasefire with Afghan forces over the Eid al-Fitr holiday, a move that fo… https://t.co/BLmTAtjmRg",0.4019,0.13,0.87,0.0,83
283,CNN,Sat Jun 09 09:16:00 +0000 2018,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/uzD0GNZH2P",0.5859,0.223,0.703,0.074,84
284,CNN,Sat Jun 09 09:01:21 +0000 2018,"Penguins, Seals, and Krill: Antarctica's fragile food chain | via @CNNVR https://t.co/1BBRFfOzWk https://t.co/G46D0CB0wY",0.0,0.0,1.0,0.0,85
285,CNN,Sat Jun 09 08:31:08 +0000 2018,Anthony Bourdain's life in pictures https://t.co/76sjWPlMRR https://t.co/MtFAqaoDvC,0.0,0.0,1.0,0.0,86
286,CNN,Sat Jun 09 08:29:13 +0000 2018,"The US Embassy in Mozambique has warned of ""imminent attacks"" against government and commercial centers in a northe… https://t.co/EoDJsFFoOM",-0.6124,0.0,0.762,0.238,87
287,CNN,Sat Jun 09 08:16:00 +0000 2018,Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/R5c8mOlfrv,0.6369,0.206,0.794,0.0,88
288,CNN,Sat Jun 09 08:05:06 +0000 2018,The Justice Department won't defend the Deferred Action for Childhood Arrivals program in a federal lawsuit that Te… https://t.co/0IJPEuEAF0,0.3612,0.16,0.751,0.089,89
289,CNN,Sat Jun 09 08:01:09 +0000 2018,President Trump is dressed as a king on the new Time magazine cover https://t.co/7pFcAHVSIF https://t.co/joUPfVBvUY,0.0,0.0,1.0,0.0,90
290,CNN,Sat Jun 09 07:46:00 +0000 2018,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/QtTP3JEFVL",0.2732,0.1,0.9,0.0,91
291,CNN,Sat Jun 09 07:31:08 +0000 2018,The world's highest glass bridge will soon be home to the world's highest bungee jump https://t.co/fAaotSRizW via… https://t.co/t4WbdUBMFL,0.0,0.0,1.0,0.0,92
292,CNN,Sat Jun 09 07:16:00 +0000 2018,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/kzJPr5HFmj",0.0,0.0,1.0,0.0,93
293,CNN,Sat Jun 09 07:01:07 +0000 2018,"Researchers are looking into the possibility of using blood tests to predict a woman's risk of premature birth, whi… https://t.co/vJZFkJZz7U",-0.2732,0.0,0.896,0.104,94
294,CNN,Sat Jun 09 06:46:00 +0000 2018,Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/cpQ97vRD2k,0.0,0.0,1.0,0.0,95
295,CNN,Sat Jun 09 06:31:07 +0000 2018,KFC says it will break with its meat-loving tradition and begin testing a vegetarian alternative to chicken later t… https://t.co/WfVJGm649F,0.0,0.0,1.0,0.0,96
296,CNN,Sat Jun 09 06:16:00 +0000 2018,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/5UKjPCDo5W,0.2263,0.106,0.894,0.0,97
297,CNN,Sat Jun 09 06:01:07 +0000 2018,This is the poem a kindergarten teacher hung up so her students know what to do in a school shooting… https://t.co/Tf587ohFnZ,0.0,0.0,1.0,0.0,98
298,CNN,Sat Jun 09 05:46:00 +0000 2018,Ever felt like your vacation would make a good blockbuster movie? This tour company aims to capture your travel exp… https://t.co/DsmmE2rdJx,0.8519,0.354,0.646,0.0,99
299,CNN,Sat Jun 09 05:16:00 +0000 2018,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxzCvS https://t.co/rZCmomGUOb,0.7351,0.323,0.677,0.0,100
300,FOX,Sat Jun 09 11:32:40 +0000 2018,@justkelly_ok @dmakogon @kcunning Good on him screaming into his echo chamber of privileged tech bros. He knows wel… https://t.co/9bVtfvGF9S,0.4939,0.238,0.656,0.107,1
301,FOX,Sat Jun 09 10:36:55 +0000 2018,"@DanNutter_ @SiAdcock yep, I used to feel obliged/compelled/trapped in answering. these days it’s straight to archi… https://t.co/T0WXQHwHCU",0.4767,0.227,0.773,0.0,2
302,FOX,Sat Jun 09 10:09:44 +0000 2018,"RT @alicegoldfuss: Since market supply of women in tech is low, I demand to be treated and priced like the artisanal, hand-crafted, locally…",-0.0258,0.1,0.757,0.143,3
303,FOX,Fri Jun 08 19:36:53 +0000 2018,@justkelly_ok @alicegoldfuss Basically 😂,0.0,0.0,1.0,0.0,4
304,FOX,Fri Jun 08 19:35:39 +0000 2018,@justkelly_ok @alicegoldfuss He’s been like this since I met him 6-7 years ago so I doubt anything will make him re… https://t.co/HiznWHg60v,-0.188,0.105,0.758,0.137,5
305,FOX,Fri Jun 08 19:29:48 +0000 2018,RT @polotek: There is no hidden boogieman that's ruining diversity. It's just us. Me and you. So if I'm talking about changing things and y…,-0.4939,0.0,0.846,0.154,6
306,FOX,Fri Jun 08 18:28:26 +0000 2018,A quote from today’s email following that scheme. Seems like underrepresented groups need air quotes. And pay inequ… https://t.co/LQFN3dfChW,0.2732,0.126,0.804,0.07,7
307,FOX,Fri Jun 08 18:23:36 +0000 2018,"Anatomy 80% of emails I get from men I don’t know with more or less ambiguous subjects (like “hi”):

1) I have read… https://t.co/fGlw52IhwC",0.0,0.0,1.0,0.0,8
308,FOX,Fri Jun 08 16:54:52 +0000 2018,@cabel This is an intervention Cabel,0.0,0.0,1.0,0.0,9
309,FOX,Fri Jun 08 13:11:00 +0000 2018,"RT @Candice_MMorgan: Please, please be responsible in reporting these tragic losses. For those struggling, and for the survivors reliving p…",-0.3818,0.235,0.476,0.289,10
310,FOX,Fri Jun 08 13:00:15 +0000 2018,RT @laurenduca: Reach out to someone you care about who might be struggling today. Remind them that they have a place in your heart. Ask ho…,0.128,0.148,0.756,0.096,11
311,FOX,Fri Jun 08 12:43:15 +0000 2018,"@ohhoe I mean, white men are never wrong so it’s obviously misinterpreted and we live in a meritocracy.

(also, yeah, a known offender.)",0.4196,0.255,0.642,0.103,12
312,FOX,Fri Jun 08 12:14:07 +0000 2018,"RT @presentcorrect: 'Your body is not a temple, it's an amusement park. Enjoy the ride.” 

Anthony Bourdain",0.6908,0.289,0.711,0.0,13
313,FOX,Fri Jun 08 12:07:07 +0000 2018,"RT @abcnews: @CNN If you or anyone you know needs help:
Lifeline on 13 11 14
Suicide Call Back Service on 1300 659 467
Beyond Blue on 1300…",-0.4215,0.081,0.783,0.136,14
314,FOX,Fri Jun 08 11:43:32 +0000 2018,"[cw: suicide]

Just a few days after news about Kate Spade broke, Anthony Bourdain is no longer with us. I will kee… https://t.co/QDWnf7l2rA",-0.6124,0.0,0.792,0.208,15
315,FOX,Fri Jun 08 10:43:28 +0000 2018,"RT @soniagupta504: I wish people celebrated Blackness the way they celebrate LGBTQ pride, or women's issues. It seems insulting at this poi…",0.8519,0.394,0.505,0.101,16
316,FOX,Fri Jun 08 10:23:54 +0000 2018,"A short and sweet intro to `position: sticky`, a great alternative to JavaScript-reliant parallaxes that often lead… https://t.co/9qncwTQ5wa",0.7964,0.336,0.664,0.0,17
317,FOX,Fri Jun 08 10:14:06 +0000 2018,"@jstn hope you get some rest and peace of mind. I know how debilitating anxiety can be. 

💖",0.6908,0.303,0.616,0.081,18
318,FOX,Fri Jun 08 09:09:38 +0000 2018,"Awesome work on Code of Conduct and publicising a response guide by @DjangoConEurope team! 👏

https://t.co/Qon2YBixIU",0.6588,0.253,0.747,0.0,19
319,FOX,Fri Jun 08 08:57:01 +0000 2018,Doing some writing in this setting today. 🙌🏻 https://t.co/4WQQ0sjF2Z,0.0,0.0,1.0,0.0,20
320,FOX,Fri Jun 08 08:48:59 +0000 2018,"RT @stephhippo: There is way more to your life and abilities than GitHub squares. 

Like did you know there are dogs and mountains and bake…",0.5423,0.164,0.836,0.0,21
321,FOX,Fri Jun 08 07:55:05 +0000 2018,"@jennschiffer not missing much other than tone-deaf comments, really 🤷‍♀️",0.2235,0.173,0.827,0.0,22
322,FOX,Fri Jun 08 07:53:21 +0000 2018,"There are some exceptional engineers with plenty of public contributions. But, there are also numerous developers w… https://t.co/3V6Aqt7AXr",0.0,0.0,1.0,0.0,23
323,FOX,Fri Jun 08 07:49:23 +0000 2018,I even wrote about this 3 years ago. Prioritising contribution numbers pushes us to engage in impression management… https://t.co/bgiQdBqgsE,0.5106,0.223,0.777,0.0,24
324,FOX,Fri Jun 08 07:45:35 +0000 2018,I have done a bit of Open Source in my time as I was led to believe it was necessary for my career. It gave me very… https://t.co/ykiMkb9Ofg,0.0,0.0,1.0,0.0,25
325,FOX,Fri Jun 08 07:42:56 +0000 2018,Underrepresented groups earn 20%+ less than men and have to overperform to prove their worth. Holding traditional r… https://t.co/QgM7mHgCz9,0.2263,0.095,0.905,0.0,26
326,FOX,Fri Jun 08 07:40:05 +0000 2018,Github profile is excellent for validating problems with work-life balance and confirming that OS favours men with… https://t.co/3dOm1ZQrOk,0.7351,0.348,0.547,0.105,27
327,FOX,Thu Jun 07 20:51:50 +0000 2018,"RT @cczona: Time for me to move forward to a new job, and new adventures, in developer relations or open source advocacy. Preference for Sa…",0.34,0.094,0.906,0.0,28
328,FOX,Thu Jun 07 16:00:57 +0000 2018,@dinosaur_js so.. not keynote speakers aren’t getting announced? not very inclusive.,0.0,0.0,1.0,0.0,29
329,FOX,Thu Jun 07 15:28:08 +0000 2018,Work doesn’t define you. Company valuation or social credibility shouldn’t be a marker of skill either.,0.0,0.0,1.0,0.0,30
330,FOX,Thu Jun 07 15:22:34 +0000 2018,As someone from Eastern Europe who has never worked for a “recognizable startup” before I can attest I was met with… https://t.co/1CDIy8LuA0,0.0,0.0,1.0,0.0,31
331,FOX,Thu Jun 07 15:17:56 +0000 2018,💯 https://t.co/n1SWxe2qby,0.0,0.0,1.0,0.0,32
332,FOX,Thu Jun 07 10:10:04 +0000 2018,@ohhoe I would definitely suggest seeing a physio for starters (if there’s a lot of pain). They usually do targeted… https://t.co/WCxx8UGXtn,0.4019,0.137,0.863,0.0,33
333,FOX,Thu Jun 07 10:05:42 +0000 2018,"@ohhoe I had a lot of success with doing back+core strengthening exercises; a lot of ab work, handstands, etc. Afte… https://t.co/peNBvsbNnM",0.7845,0.301,0.699,0.0,34
334,FOX,Thu Jun 07 09:23:57 +0000 2018,@glenmaddern photos man,0.0,0.0,1.0,0.0,35
335,FOX,Thu Jun 07 09:15:51 +0000 2018,I keep hearing that I’m calling out exclusion for personal gains and marketing (?!) as if it didn’t cause severe an… https://t.co/bX1IQ3uKcl,-0.4003,0.094,0.706,0.2,36
336,FOX,Thu Jun 07 08:22:31 +0000 2018,"@nickfrancis haha, that is correct. thank you! 🎉👯",0.6996,0.491,0.509,0.0,37
337,FOX,Wed Jun 06 18:46:56 +0000 2018,RT @janaboruta: If you don’t advocate for yourself no one else will.,-0.296,0.0,0.833,0.167,38
338,FOX,Wed Jun 06 17:45:10 +0000 2018,"RT @amyngyn: I use the term ""social capital"" a lot, and most URMs know exactly what I mean. ""I can't afford to comment on this one because…",0.0,0.0,1.0,0.0,39
339,FOX,Wed Jun 06 17:41:25 +0000 2018,"Curious how many people who follow me live in Boston. Raise your hands, friends. 👋",0.6597,0.31,0.69,0.0,40
340,FOX,Wed Jun 06 15:13:27 +0000 2018,It’s not a good look if a conference pledging inclusion doesn’t reply to my email thanking for an invitation but re… https://t.co/a7hosMK8i3,-0.1786,0.0,0.918,0.082,41
341,FOX,Wed Jun 06 14:16:06 +0000 2018,"@serverhorror stigmatising mental health issues isn’t a ""positive word"".",0.5574,0.34,0.66,0.0,42
342,FOX,Wed Jun 06 13:25:15 +0000 2018,"Speaking of language and pointing out toxic cultures, „crazy” is an ableist term.

https://t.co/kTxqSHvPMe… https://t.co/ceQIDvqcV1",0.0,0.0,1.0,0.0,43
343,FOX,Wed Jun 06 09:05:55 +0000 2018,RT @rakyll: Tech leadership is broken. Most people think the goal is to win a debate. Tech leadership should be about enabling others to de…,0.1779,0.131,0.761,0.107,44
344,FOX,Tue Jun 05 19:13:37 +0000 2018,"Not mentioning that culturally, GitHub has been troubled for years. It will be great to see some strong, mature lea… https://t.co/PcKVhvpibV",0.802,0.338,0.563,0.099,45
345,FOX,Tue Jun 05 19:11:52 +0000 2018,I love the snarky developer outcry on how GitHub lost its independence in the process of being acquired as if the $… https://t.co/g4uFmjS3aN,-0.1027,0.146,0.66,0.194,46
346,FOX,Tue Jun 05 17:31:12 +0000 2018,"Thank you for an amazing time as always, Berlin. Another @CSSconfeu and @jsconfeu in the books. 

💖 to all the love… https://t.co/1eq19chHHM",0.743,0.249,0.751,0.0,47
347,FOX,Tue Jun 05 16:52:51 +0000 2018,"RT @kittenwithawhip: If you're in a good place to do so, today would be an especially great day to ask someone how they're doing and let th…",0.807,0.233,0.767,0.0,48
348,FOX,Tue Jun 05 16:38:58 +0000 2018,"Not a lot of people know about this, but anyone on Medicare in Australia can be eligible for Mental Health Care Pla… https://t.co/PExquk2XBd",0.6486,0.17,0.83,0.0,49
349,FOX,Tue Jun 05 16:37:53 +0000 2018,"Mental health care is crucial. There is no shame in seeking help. Talk to someone before it’s too late. ❤️ 

Austra… https://t.co/t4KD1EwPe4",0.1531,0.202,0.616,0.182,50
350,FOX,Tue Jun 05 09:21:52 +0000 2018,@Si thank you! 🌸,0.4199,0.583,0.417,0.0,51
351,FOX,Tue Jun 05 08:30:23 +0000 2018,RT @BusiMkhumbuzi: White women are far worse than white men. At least with white men you know you’re being seen and engaged as someone who…,-0.1027,0.094,0.799,0.108,52
352,FOX,Mon Jun 04 19:54:12 +0000 2018,The most exciting WWDC announcement is the new iOS 12 feature set for reducing screen time and notifications. More… https://t.co/iIGXWTc8R8,0.5413,0.155,0.845,0.0,53
353,FOX,Mon Jun 04 19:40:53 +0000 2018,"As I work on Inclusive Events, a resource for community leaders and event organisers, I’ve decided to share a chapt… https://t.co/cLslEnCDsB",0.296,0.115,0.885,0.0,54
354,FOX,Mon Jun 04 19:29:51 +0000 2018,"RT @sodevious: ""Marginalized is about treatment. 
Privilege is about access. 
Diversity is about variety.
Inclusion is about experience.""…",0.3612,0.128,0.872,0.0,55
355,FOX,Mon Jun 04 16:38:18 +0000 2018,"RT @nkkl: *smart, talented people leave GH because of sexism and hostile work environment*
Tech community: This is fine.

*uncool company w…",0.3182,0.19,0.669,0.141,56
356,FOX,Sun Jun 03 13:35:22 +0000 2018,RT @FINOkoye: Yes!! 👏🏾👏🏾 As someone who followed a very similar path (scholarship ticket 2016; watched online/via twitter 2017; speaker 201…,0.508,0.147,0.853,0.0,57
357,FOX,Sun Jun 03 13:27:20 +0000 2018,RT @taravancil: “Technology is not neutral. It encodes a set of values and as a political system it encodes a set of rights” -@pfrazee at #…,0.4019,0.109,0.891,0.0,58
358,FOX,Sun Jun 03 12:45:30 +0000 2018,Speaking truth to power. An excellent talk on design decision making and responsibility by @FINOkoye.  👏🏻 #jsconfeu https://t.co/0ybuSyGwyj,0.7184,0.273,0.727,0.0,59
359,FOX,Sun Jun 03 12:37:49 +0000 2018,"So glad to see @the_patima cover the topic of burnout, self-care and unhealthy overperformance cultivated by the te… https://t.co/HblzPyWYIe",-0.0276,0.139,0.718,0.144,60
360,FOX,Sun Jun 03 12:30:49 +0000 2018,"Best talks I’ve seen at #jsconfeu were given by women, and even more so, women of color. ✊🏾",0.6369,0.198,0.802,0.0,61
361,FOX,Sun Jun 03 10:40:49 +0000 2018,"Aussie team at #jsconfeu represents. 🇦🇺

https://t.co/hQnRLioQVF",0.0,0.0,1.0,0.0,62
362,FOX,Sun Jun 03 10:08:05 +0000 2018,"RT @veernacular: “white men, if you’re feeling uncomfortable right now, [then you’re only experiencing a tiny amount of what i do every day…",-0.2732,0.065,0.823,0.113,63
363,FOX,Sun Jun 03 07:30:16 +0000 2018,I cannot overstate how incredible leader @KimCrayton1  is. It was a privilege to see her on #jsconfeu stage. #causeascene,0.3612,0.135,0.865,0.0,64
364,FOX,Sat Jun 02 09:04:02 +0000 2018,"I’m at #jsconfeu for the next two days. Come say hi if you want to talk about web performance, community organizing… https://t.co/NzjfcJfR0d",0.0772,0.058,0.942,0.0,65
365,FOX,Sat Jun 02 09:02:54 +0000 2018,RT @misprintedtype: That opening... 😍😍😍 #jsconfeu https://t.co/oyfL5dHfPI,0.0,0.0,1.0,0.0,66
366,FOX,Sat Jun 02 08:25:55 +0000 2018,"@SandraPersing I don’t have any stickers to trade, but I feel like the fox one is very appropriate for me 😂🙏🏻",0.5023,0.153,0.847,0.0,67
367,FOX,Sat Jun 02 08:16:54 +0000 2018,Another example of a stellar production @jsconfeu is. https://t.co/9olYAicTDg,0.0,0.0,1.0,0.0,68
368,FOX,Sat Jun 02 08:12:30 +0000 2018,RT @bibydigital: 💘 @jsconfeu https://t.co/fovdb64tls,0.0,0.0,1.0,0.0,69
369,FOX,Sat Jun 02 07:57:38 +0000 2018,RT @jsconfeu: WELCOME TO JSCONF EU 2018!!! https://t.co/N8gFgOoICg,0.6817,0.397,0.603,0.0,70
370,FOX,Sat Jun 02 06:40:51 +0000 2018,"@sehurlburt I totally agree, I’ve had these rules for a long time now. I wrote about it too. https://t.co/xD4DYDlSQL",0.4201,0.157,0.843,0.0,71
371,FOX,Sat Jun 02 06:33:43 +0000 2018,If I got asked if I’m technical one more time at any event I swear there will be no mercy. https://t.co/qTVg2DnGYK,0.0258,0.114,0.731,0.155,72
