,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
372,FOX,Sat Jun 02 06:19:12 +0000 2018,"Currently watching the #jsconfeu opening rehearsal and what can I say…

Do
Not
Miss
This.",-0.1531,0.0,0.89,0.11,73
373,FOX,Sat Jun 02 06:05:34 +0000 2018,"Another @CSSconfeu on the cards. Fantastic work by @kriesse, @rtrospekt and dozens of volunteers.

Unchangeably, th… https://t.co/0qdL5MQR6q",0.5574,0.184,0.816,0.0,74
374,FOX,Fri Jun 01 08:58:09 +0000 2018,"@jackiebackwards thank you for the tweet quote in your slides 😂 

I really enjoyed your talk! A refreshing look on… https://t.co/9VxunPHA3d",0.7495,0.285,0.715,0.0,75
375,FOX,Thu May 31 15:51:08 +0000 2018,I’m happy products like @TransferWise pop up to truly disrupt banking. I’ve just transferred some funds with a $350… https://t.co/myErV7CYC3,0.8442,0.363,0.637,0.0,76
376,FOX,Thu May 31 14:23:46 +0000 2018,"RT @KimCrayton1: I'd like to announce @patriciarealini as the 1st confirmed speaker for @causeasceneconf Berlin June 4th

If you are from a…",0.3612,0.106,0.894,0.0,77
377,FOX,Thu May 31 12:46:11 +0000 2018,"@borisschapira Thank you!

In some cases, possibly. Hosting in resorts or further from major transport hubs increas… https://t.co/xTmZPkJrO1",0.4199,0.141,0.859,0.0,78
378,FOX,Thu May 31 10:49:36 +0000 2018,"RT @Katrina_HRM: The more often a woman said that she prioritizes home/family over work, the larger the controlled gender pay gap becomes,…",-0.1027,0.0,0.935,0.065,79
379,FOX,Thu May 31 10:27:28 +0000 2018,"RT @melkargi: I love you @sarahcuda. Love 💖

""Silicon Valley is not data-driven' it is all about 'pattern-recognition'. Data shows us women…",0.8555,0.318,0.682,0.0,80
380,FOX,Thu May 31 10:24:42 +0000 2018,"Berlin friends and anyone visiting for @jsconfeu + @cssconfeu, @KimCrayton1 is running @causeasceneconf on Monday,… https://t.co/vow9NZ31zY",0.4767,0.181,0.819,0.0,81
381,FOX,Thu May 31 10:02:32 +0000 2018,@ScribblingOn These are some of my favs: https://t.co/VbQCgu8VwH also I have two Foursquare lists (they have a 200… https://t.co/iXFIJDmPZc,0.0,0.0,1.0,0.0,82
382,FOX,Thu May 31 09:52:36 +0000 2018,@patrickhamann 👯,0.0,0.0,1.0,0.0,83
383,FOX,Thu May 31 09:51:46 +0000 2018,"RT @HillaryMonahan: Raise your hand if, every time a cis dude complains about #metoo, you assume he's a fucking creeper who's sexual harass…",0.1531,0.129,0.766,0.105,84
384,FOX,Thu May 31 09:16:40 +0000 2018,"@ScribblingOn yeah, been to the ones in Copenhagen :)",0.6369,0.426,0.574,0.0,85
385,FOX,Thu May 31 09:15:56 +0000 2018,"@andrewhobden Hallesches Haus, Voo Store and Do you read me? are some of my favs :)",0.4588,0.167,0.833,0.0,86
386,FOX,Thu May 31 09:10:49 +0000 2018,"Berlin friends: send me recommendations for cute stores with design objects, homewares, stationery and clothing.

I… https://t.co/7LBPT0lbcB",0.7269,0.289,0.711,0.0,87
387,FOX,Thu May 31 08:52:35 +0000 2018,"@sheley @jsconfeu @taravancil @vanessayuenn @kriesse Holy moly, I need to up my nail game. I’m still somewhat on br… https://t.co/hbxNMoAf5h",0.0,0.0,1.0,0.0,88
388,FOX,Thu May 31 07:26:56 +0000 2018,@kriesse Nails are always priority,0.0,0.0,1.0,0.0,89
389,FOX,Wed May 30 12:39:27 +0000 2018,"@I3ekka I will be there, feel free to say hello! 👋",0.5562,0.31,0.69,0.0,90
390,FOX,Wed May 30 12:35:27 +0000 2018,@paulozoom Here till Tuesday evening for CSS and JSConf. We might do some group Berlin hangs to assemble people in one place! :),0.5093,0.13,0.87,0.0,91
391,FOX,Wed May 30 12:34:28 +0000 2018,"@paulozoom I know, I have seen the expensive, tiny cheesecake. It’s the Kreuzberg pilgrimage! (Also, Bastard for breakfast)",-0.5848,0.0,0.798,0.202,92
392,FOX,Wed May 30 12:32:08 +0000 2018,@paulozoom I need to have it very soon. It’s the most important part of my itinerary,0.2716,0.13,0.87,0.0,93
393,FOX,Wed May 30 12:25:58 +0000 2018,"Wie geht’s, Deutschland? Ich bin sehr müde. 😶",0.0,0.0,1.0,0.0,94
394,FOX,Wed May 30 12:22:42 +0000 2018,RT @AyadeLeon: Submit your work to the @shewritespress  scholarship for women of color writers. Deadline is July 1. Grand prize  is a publi…,0.743,0.24,0.76,0.0,95
395,FOX,Wed May 30 02:42:33 +0000 2018,@kriesse It’s been too long 💔💖,0.0,0.0,1.0,0.0,96
396,FOX,Wed May 30 02:42:05 +0000 2018,@lrnrd Omg see you soon! 😍✨💅🏻👯‍♀️,0.0,0.0,1.0,0.0,97
397,FOX,Tue May 29 11:20:52 +0000 2018,"MEL ✈️ AUH ✈️ MUC ✈️ TXL

😴😬😆😱👽",0.0,0.0,1.0,0.0,98
398,FOX,Tue May 29 07:33:39 +0000 2018,@ZachACole Concierge is good too! I once had an AirBnB *above* FE. Smelling cheesecake every single morning. 🤤,0.4926,0.175,0.825,0.0,99
399,FOX,Tue May 29 03:23:52 +0000 2018,@EliSymeon yay! 😇,0.5707,0.787,0.213,0.0,100
400,nytimes,Sun Jun 10 02:59:05 +0000 2018,"RT @peterbakernyt: With a petulant tweetstorm from Air Force One, Trump all but blew up the G-7 nations that the United States has led for…",0.5719,0.139,0.861,0.0,1
401,nytimes,Sun Jun 10 02:50:25 +0000 2018,"On Horse Racing: At 52, Mike Smith Has the Ride of His Life https://t.co/QIESi0NjMT",0.0,0.0,1.0,0.0,2
402,nytimes,Sun Jun 10 02:25:06 +0000 2018,RT @amyvirshup: Kris Kobach email in group of documents released in connection with census lawsuit says he talked to Wilbur Ross about citi…,-0.2263,0.0,0.921,0.079,3
403,nytimes,Sun Jun 10 02:15:35 +0000 2018,"Before leaving the annual meeting of major world powers, President Trump said that on a scale of 0 to 10, ""the rela… https://t.co/5dSqlZmSHy",0.0,0.0,1.0,0.0,4
404,nytimes,Sun Jun 10 02:05:49 +0000 2018,Documents Show Political Lobbying in Census Question About Citizenship https://t.co/41VoR04bNy,-0.0772,0.0,0.874,0.126,5
405,nytimes,Sun Jun 10 02:03:04 +0000 2018,"Venomous stonefish are ugly, and they're poisonous. And now scientists have discovered that they carry switchblades. https://t.co/YsJ7HkazJa",-0.7906,0.0,0.682,0.318,6
406,nytimes,Sun Jun 10 01:56:53 +0000 2018,"Trudeau’s office responded to Trump's tweets with a statement: ""We are focused on everything we accomplished here a… https://t.co/wQERlgpNnJ",0.6705,0.256,0.744,0.0,7
407,nytimes,Sun Jun 10 01:47:24 +0000 2018,"The ice over Manhattan would have buried even the tallest skyscraper. As it melted, giant boulders embedded deep wi… https://t.co/ulWgedMV5w",0.0,0.0,1.0,0.0,8
408,nytimes,Sun Jun 10 01:35:50 +0000 2018,"Trudeau sought to play down personal clashes with Trump as he wrapped up the G-7 summit, saying he leaves “inspired… https://t.co/gY0bzq4klo",0.34,0.107,0.893,0.0,9
409,nytimes,Sun Jun 10 01:30:41 +0000 2018,Nick Cave Wants You to Work It Out on the Dance Floor https://t.co/GMPPrGqLh7,0.0,0.0,1.0,0.0,10
410,nytimes,Sun Jun 10 01:18:36 +0000 2018,"Janelle Monáe brings a pair of big fuzzy socks on the road. ""I like to moonwalk when I’m on the tour bus. It’s my f… https://t.co/jbf5ZtCzC8",0.3612,0.094,0.906,0.0,11
411,nytimes,Sun Jun 10 01:03:05 +0000 2018,"RT @kimseverson: Here's a sketch of Bourdain’s last couple of days in the medieval village where he died, from @MilanSchreuer of the @nytim…",-0.5574,0.0,0.854,0.146,12
412,nytimes,Sun Jun 10 00:04:46 +0000 2018,Judge Stops Deportation of a New York Pizza Delivery Man https://t.co/HvmhAiLkvU,-0.1531,0.0,0.849,0.151,13
413,nytimes,Sat Jun 09 23:43:28 +0000 2018,RT @nytimestravel: This year would have been Leonard Bernstein's 100th birthday. Celebrate his rich musical legacy at these events around t…,0.8074,0.278,0.722,0.0,14
414,nytimes,Sat Jun 09 23:43:02 +0000 2018,"Breaking News: President Trump upended two days of diplomacy, refusing to sign a Group of 7 statement and calling P… https://t.co/Y0hQKylGpt",-0.4019,0.0,0.87,0.13,15
415,nytimes,Sat Jun 09 23:25:30 +0000 2018,I Have Post-Brokeness Stress Disorder https://t.co/DzbNcVsanm,-0.6705,0.0,0.353,0.647,16
416,nytimes,Sat Jun 09 23:11:56 +0000 2018,The powerful conservative donor couple you’ve never heard of: Liz and Dick Uihlein are spending millions to shape a… https://t.co/X4PKGfkCQc,-0.128,0.116,0.747,0.137,17
417,nytimes,Sat Jun 09 22:53:56 +0000 2018,"Breaking News: Justify won the Belmont Stakes to become the 13th Triple Crown champion, the second in 4 years https://t.co/hm0DyHs93a",0.8225,0.309,0.691,0.0,18
418,nytimes,Sat Jun 09 22:53:01 +0000 2018,"""This has been a very slim Broadway season."" What NYT's theater critics had to say about the Tony Awards nomination… https://t.co/4LbGoj8MbY",0.2023,0.129,0.776,0.095,19
419,nytimes,Sat Jun 09 22:36:48 +0000 2018,"What to watch, what to read and what to listen to by and about Anthony Bourdain https://t.co/xKVpypbD5i",0.0,0.0,1.0,0.0,20
420,nytimes,Sat Jun 09 22:20:02 +0000 2018,"She went out for a walk with her dogs. Then she went missing. Hours later, officials found human remains inside of… https://t.co/wMhCiG236J",-0.296,0.0,0.901,0.099,21
421,nytimes,Sat Jun 09 22:10:05 +0000 2018,"Justify will attempt to become the 13th Triple Crown winner, and first since American Pharoah in 2015, in the Belmo… https://t.co/oSk73TTFVu",0.5859,0.16,0.84,0.0,22
422,nytimes,Sat Jun 09 22:00:09 +0000 2018,"New parks are cropping up across the city, many courtesy of new apartment complexes, but you won’t need to have a p… https://t.co/NW2yo2cQ4L",0.1901,0.077,0.923,0.0,23
423,nytimes,Sat Jun 09 21:45:04 +0000 2018,"These sweet, lemony rolls are a fresh alternative to classic cinnamon rolls https://t.co/prmvr6p22Z",0.6486,0.346,0.654,0.0,24
424,nytimes,Sat Jun 09 21:30:11 +0000 2018,"In @NYTOpinion

Sarah Jackson writes, ""Anthony Bourdain was not just curious about food and the world. He was aware… https://t.co/5hEzlnvRuR",-0.2411,0.0,0.906,0.094,25
425,nytimes,Sat Jun 09 21:15:06 +0000 2018,Anthony Bourdain understood that eating was simply a way of taking the world inside you https://t.co/MFUCcrSnln,0.0,0.0,1.0,0.0,26
426,nytimes,Sat Jun 09 21:00:09 +0000 2018,"A salmonella outbreak has been linked to melons sold at Trader Joe's, Costco, Walgreens and other stores in 8 states https://t.co/OelPlvpK5c",0.0,0.0,1.0,0.0,27
427,nytimes,Sat Jun 09 20:45:08 +0000 2018,"With American presidential races requiring an ever-dizzying amount of money, a behind-the-scenes 2020 contest is al… https://t.co/tHOnZLcUXg",0.0,0.0,1.0,0.0,28
428,nytimes,Sat Jun 09 20:37:06 +0000 2018,"RT @NYTNational: ⚡️ “Audio Series: ​Charm City”

https://t.co/wY7o7Opy3u",0.0,0.0,1.0,0.0,29
429,nytimes,Sat Jun 09 20:30:05 +0000 2018,"Surveillance cameras are an inescapable fixture of the modern city. But in Newark, the police have taken an extraor… https://t.co/lzw2Eo7eCH",0.0,0.0,1.0,0.0,30
430,nytimes,Sat Jun 09 20:15:09 +0000 2018,We demolish the lame excuses British executives gave for the lack of women on corporate boards. Read the latest Gen… https://t.co/jhJiWjGPGd,-0.6249,0.0,0.788,0.212,31
431,nytimes,Sat Jun 09 20:00:07 +0000 2018,"With Kyrie Irving's popularity has come controversy: He has questioned several times whether the Earth is round, an… https://t.co/XuXD1Q2qPy",0.4019,0.144,0.791,0.065,32
432,nytimes,Sat Jun 09 19:45:02 +0000 2018,"In @NYTOpinion 

Daniel Patterson writes, ""No matter how famous and seemingly unapproachable he became in the world… https://t.co/BQnrKYPvyI",-0.2732,0.057,0.829,0.114,33
433,nytimes,Sat Jun 09 19:30:10 +0000 2018,Gun ranges and gun shops in several states have declared themselves “Muslim-free zones.” Several Muslim gun owners… https://t.co/GOwpHFkLks,-0.7351,0.0,0.676,0.324,34
434,nytimes,Sat Jun 09 19:15:07 +0000 2018,"In @NYTOpinion 

Musa Okwonga writes, ""Here we are again on the eve of the planet’s greatest traveling festival: Ye… https://t.co/nBxJnGwvsF",0.8126,0.291,0.709,0.0,35
435,nytimes,Sat Jun 09 19:00:09 +0000 2018,Have questions about the Belmont Stakes and the Triple Crown? We have your answers. https://t.co/GPu2uPlTRV,0.0,0.0,1.0,0.0,36
436,nytimes,Sat Jun 09 18:45:05 +0000 2018,“I talk back to people when they say something about me now because I know even with my condition that I am beautif… https://t.co/TJmesUhGTL,0.0,0.0,1.0,0.0,37
437,nytimes,Sat Jun 09 18:30:14 +0000 2018,Science is taking a back seat in policymaking across the Trump administration. The North Korea nuclear talks offer… https://t.co/hauZtxGqq5,0.0,0.0,1.0,0.0,38
438,nytimes,Sat Jun 09 18:15:08 +0000 2018,"In his own unorthodox way, Trump has been preparing for this encounter with Kim Jong-Un his entire adult life https://t.co/VlXkCmqssL",0.0,0.0,1.0,0.0,39
439,nytimes,Sat Jun 09 18:00:05 +0000 2018,"With his America First agenda, Trump has driven a wedge between the U.S. and its allies, ceding leadership and its… https://t.co/sfyYD4o3hM",0.0,0.0,1.0,0.0,40
440,nytimes,Sat Jun 09 17:50:07 +0000 2018,"RT @TheSteinLine: All the tales — legacy, free agency, injury — from what might (or might not) have been LeBron James’ last night as a Clev…",0.128,0.122,0.775,0.103,41
441,nytimes,Sat Jun 09 17:40:03 +0000 2018,California has dug in at the front lines of the resistance to President Trump. And then there is Orange County. https://t.co/BSVW14kSmd,0.0,0.0,1.0,0.0,42
442,nytimes,Sat Jun 09 17:25:03 +0000 2018,"What to watch, what to read and what to listen to by and about Anthony Bourdain https://t.co/TR5noBS7Ee",0.0,0.0,1.0,0.0,43
443,nytimes,Sat Jun 09 17:10:03 +0000 2018,"Who’s right, Elon Musk or Mark Zuckerberg? Is supersmart artificial intelligence a potential threat to humans, or a… https://t.co/8zay2rbSEG",-0.0772,0.138,0.711,0.151,44
444,nytimes,Sat Jun 09 17:00:23 +0000 2018,"RT @stanfordc: I’m proud to say that there has never been a swimsuit portion of the news quiz 
https://t.co/e1Z8wlhYvy https://t.co/4YJ7UrG…",0.4767,0.147,0.853,0.0,45
445,nytimes,Sat Jun 09 16:45:09 +0000 2018,"30 billion gallons of Hawaiian lava, as seen from the ground and space https://t.co/vz9qQOCYS9",0.0,0.0,1.0,0.0,46
446,nytimes,Sat Jun 09 16:30:07 +0000 2018,She wanted to celebrate their marriage in lavish style. He had something less lofty in mind. A lovers’ battle ensue… https://t.co/RnvIaxRtRP,0.2732,0.152,0.741,0.107,47
447,nytimes,Sat Jun 09 16:15:02 +0000 2018,"Anthony Bourdain's sudden death at Le Chambard, a hotel in the village of Kaysersberg in northeastern France, sent… https://t.co/V5gRoZKGQN",-0.5994,0.0,0.813,0.187,48
448,nytimes,Sat Jun 09 16:01:00 +0000 2018,"@jimdwyernyt ""The supply of excellent schools cannot meet the demands of capable students, whatever their backgroun… https://t.co/KF39XvdUjJ",0.743,0.296,0.704,0.0,49
449,nytimes,Sat Jun 09 15:58:00 +0000 2018,"@jimdwyernyt The specialized schools are far from bastions of privilege, dominated by immigrants or the children of… https://t.co/DWOoiPghSz",0.3612,0.128,0.872,0.0,50
450,nytimes,Sat Jun 09 15:55:03 +0000 2018,"In New York’s ragged history of race, class, privilege and equity, the city’s specialized high schools have long be… https://t.co/HL2yw2JmHz",0.3612,0.116,0.884,0.0,51
451,nytimes,Sat Jun 09 15:41:58 +0000 2018,Breaking News: President Trump threatened to end trade with G-7 nations that he said use unfair practices. “We’re l… https://t.co/uI5rOmZ76O,-0.7269,0.0,0.747,0.253,52
452,nytimes,Sat Jun 09 15:32:50 +0000 2018,"Flaky mounds of quick bread, golden brown, with a significant crumb https://t.co/wbMRgvySpY",0.2023,0.153,0.847,0.0,53
453,nytimes,Sat Jun 09 15:16:31 +0000 2018,Breaking News: Simona Halep of Romania beat Sloane Stephens to win the French Open. It was the first Grand Slam tit… https://t.co/3sFwWkJ353,0.6369,0.239,0.669,0.092,54
454,nytimes,Sat Jun 09 15:05:06 +0000 2018,Her $1 million gift left educators asking: How was one teacher able to save so much money?https://t.co/Vv8fhgbwWA,0.7269,0.289,0.711,0.0,55
455,nytimes,Sat Jun 09 14:51:21 +0000 2018,"If you or someone else you know is having thoughts of suicide, call the National Suicide Prevention Lifeline at 1-8… https://t.co/5kOUYV8c3u",-0.875,0.0,0.679,0.321,56
456,nytimes,Sat Jun 09 14:50:03 +0000 2018,New federal data shows that suicide rates have been increasing for years in almost every state and across demograph… https://t.co/g6znmjYQl5,-0.6705,0.0,0.809,0.191,57
457,nytimes,Sat Jun 09 14:37:50 +0000 2018,"After failing to repeal the Affordable Care Act, the Trump administration is seizing on a different strategy for di… https://t.co/Low8zwBsVL",-0.0258,0.136,0.723,0.14,58
458,nytimes,Sat Jun 09 14:36:39 +0000 2018,"Our experts weighed in on the contenders, including the Triple Crown hopeful Justify, for the 150th Belmont Stakes https://t.co/xi9TIoAxWb",0.5106,0.155,0.845,0.0,59
459,nytimes,Sat Jun 09 14:20:07 +0000 2018,"RT @NYTMetro: “This is the deportation machine in full effect, and everyone should wake up to how American citizens and their families are…",0.0,0.0,1.0,0.0,60
460,nytimes,Sat Jun 09 14:02:25 +0000 2018,"RT @caityweaver: The strangest and best recommendation I will ever make to you is: Listen to the same 4 podcast appearances by ""Sex and the…",0.6369,0.16,0.84,0.0,61
461,nytimes,Sat Jun 09 13:43:12 +0000 2018,Pope Tells Oil Executives to Act on Climate: ‘There Is No Time to Lose’ https://t.co/jpXdOMmBOf,-0.296,0.0,0.864,0.136,62
462,nytimes,Sat Jun 09 13:38:05 +0000 2018,Elizabeth Warren and a Scholarly Debate Over Medical Bankruptcy That Won’t Go Away https://t.co/mbz6wvuSUO,0.0,0.0,1.0,0.0,63
463,nytimes,Sat Jun 09 13:26:45 +0000 2018,RT @NYTStyles: Parties! https://t.co/MdgG2e1xjI,0.4574,0.499,0.501,0.0,64
464,nytimes,Sat Jun 09 13:06:58 +0000 2018,"RT @nytimesbusiness: ""Wealth was about being able to create the change you wish to see in the world.” https://t.co/KoQCO5Iy1y",0.7906,0.333,0.667,0.0,65
465,nytimes,Sat Jun 09 12:50:47 +0000 2018,An exhibition in London examines the feelings people harbor about their teeth. Here's a look at some of the most cu… https://t.co/KRz76xwrXq,0.0,0.0,1.0,0.0,66
466,nytimes,Sat Jun 09 12:33:02 +0000 2018,RT @NYTSports: Need a winner for the Belmont Stakes? @MHoppertNYT and @joedrape have you covered: https://t.co/44joWHhuTm,0.5859,0.213,0.787,0.0,67
467,nytimes,Sat Jun 09 12:32:42 +0000 2018,Why Cities Can’t Stop Poaching From One Another https://t.co/X1SeTjbqKs,-0.296,0.0,0.784,0.216,68
468,nytimes,Sat Jun 09 12:17:32 +0000 2018,RT @nytimesworld: Austrian officials have ordered seven mosques to close and may refuse dozens of imams the right to reside in the country…,-0.296,0.0,0.909,0.091,69
469,nytimes,Sat Jun 09 12:00:08 +0000 2018,RT @nytrealestate: A quick guide to what you need to get your first apartment in New York City https://t.co/NQYV03Xkyn,0.0,0.0,1.0,0.0,70
470,nytimes,Sat Jun 09 11:49:08 +0000 2018,Men’s Fashion Week Loses Some Luster https://t.co/TCj0nbeFMj,-0.3182,0.0,0.723,0.277,71
471,nytimes,Sat Jun 09 11:41:16 +0000 2018,"Inside New York’s dollar van wars: strict regulations, low margins and a constant fight with rogue van drivers https://t.co/kiAEpdxkgV",-0.8074,0.0,0.644,0.356,72
472,nytimes,Sat Jun 09 11:23:34 +0000 2018,"RT @NYTMetro: On the stoop that was his perch, a requiem for the mayor of West 83rd Street, in Manhattan. https://t.co/qRN1VlPo1t",0.0,0.0,1.0,0.0,73
473,nytimes,Sat Jun 09 11:07:18 +0000 2018,"Charlotte Fox, 61, Trailblazing Alpinist and Everest Survivor, Dies https://t.co/nM5gpQdLhB",0.3612,0.217,0.783,0.0,74
474,nytimes,Sat Jun 09 11:05:12 +0000 2018,A Good Appetite: Chicken Milanese Has Its Moment https://t.co/Rhco2hq6mS,0.4404,0.293,0.707,0.0,75
475,nytimes,Sat Jun 09 11:03:06 +0000 2018,The New York Times obituary for Anthony Bourdain https://t.co/D697EnEWQX,0.0,0.0,1.0,0.0,76
476,nytimes,Sat Jun 09 10:35:35 +0000 2018,RT @NYTmag: 24 hours. 23 photographers. One city. One topic: Love. Watch the making of this issue https://t.co/s2uND5xgVs and see the full…,0.6369,0.167,0.833,0.0,77
477,nytimes,Sat Jun 09 10:18:25 +0000 2018,The recent volcanic eruptions in Hawaii and Guatemala are a reminder that not all volcanoes are created equal https://t.co/M7sNdtwIzJ,0.25,0.105,0.895,0.0,78
478,nytimes,Sat Jun 09 10:00:17 +0000 2018,"For the 3rd time in 4 seasons, and for the 2nd year in a row, the Golden State Warriors are NBA champions https://t.co/r7NgjH0nbf",0.5267,0.145,0.855,0.0,79
479,nytimes,Sat Jun 09 09:41:41 +0000 2018,"RT @nytimestech: The Chinese electronics maker ZTE has survived its brush with death. Now, it has to figure out how to stay in business. He…",-0.1531,0.109,0.762,0.129,80
480,nytimes,Sat Jun 09 09:24:47 +0000 2018,"RT @nytrealestate: You may like the contractor, but does the contractor like you back? https://t.co/kPShW4JONu",0.6124,0.278,0.722,0.0,81
481,nytimes,Sat Jun 09 09:07:20 +0000 2018,"RT @NYTmag: On a rainy Saturday morning on May 19, @philip_nyc captured love in the middle of Times Square. See more from our #NYTLoveCity…",0.5994,0.158,0.792,0.049,82
482,nytimes,Sat Jun 09 08:50:10 +0000 2018,How I Used Art to Get Through Trauma https://t.co/7N5fzAxLoe,-0.4215,0.0,0.714,0.286,83
483,nytimes,Sat Jun 09 08:42:33 +0000 2018,"The NYT review of ""Ocean's 8"" https://t.co/flFaRzpyzr",0.0,0.0,1.0,0.0,84
484,nytimes,Sat Jun 09 08:26:14 +0000 2018,She’s photographed Broadway for years. Now Broadway is honoring her. https://t.co/eI7sfheNWI,0.5106,0.248,0.752,0.0,85
485,nytimes,Sat Jun 09 08:09:03 +0000 2018,The killing in Germany comes on top of a deepening scandal and calls for a full-blown parliamentary investigation o… https://t.co/0p5qfKyP2V,-0.7579,0.075,0.622,0.303,86
486,nytimes,Sat Jun 09 07:42:08 +0000 2018,"RT @nytimesworld: More than 140 miles away and three decades after the Chernobyl disaster, some cows still make radioactive milk https://t.…",-0.6249,0.0,0.83,0.17,87
487,nytimes,Sat Jun 09 07:25:53 +0000 2018,RT @nytopinion: This weekend we are sharing some pieces on music. Think of it as a little inspiration to appreciate the soundtrack of your…,0.8097,0.294,0.706,0.0,88
488,nytimes,Sat Jun 09 07:09:23 +0000 2018,"RT @nytimesbusiness: HBO is making a pilot for one of the five ""Game of Thrones"" prequels it has in development https://t.co/EMeqQvEdHQ",0.0,0.0,1.0,0.0,89
489,nytimes,Sat Jun 09 06:52:51 +0000 2018,"Taliban Announce Brief Cease-Fire, Offering Afghans Hope for Lull in War https://t.co/IlMkkFHSCM",-0.25,0.173,0.595,0.232,90
490,nytimes,Sat Jun 09 06:41:20 +0000 2018,"RT @NYTMetro: Underneath the umbrella: a fascinating photo portfolio of the lifeguards of Jones Beach, in all their stoic, bored, heroic gl…",0.7184,0.261,0.662,0.077,91
491,nytimes,Sat Jun 09 06:24:54 +0000 2018,"China’s ZTE— a little-known electronics maker— became an unlikely political football, then an even unlikelier objec… https://t.co/APxvWFepXB",0.0,0.0,1.0,0.0,92
492,nytimes,Sat Jun 09 06:06:12 +0000 2018,"Andrew Rannells: ""I didn't feel jealous; I felt driven. I wanted to be one of those people on the Tonys."" https://t.co/i3LX0WgQBb",0.357,0.121,0.879,0.0,93
493,nytimes,Sat Jun 09 05:50:04 +0000 2018,Here's who we think will win the Tonys (and who should) https://t.co/ZlqqPQRtvt,0.5859,0.257,0.743,0.0,94
494,nytimes,Sat Jun 09 05:35:00 +0000 2018,Justice Dept. Requests Delay if DACA Injunction Is Issued https://t.co/HB7h98gENy,0.2732,0.248,0.584,0.168,95
495,nytimes,Sat Jun 09 05:32:30 +0000 2018,"RT @nytpolitics: The president said that Melania Trump “wanted to go” with him to the Group of 7 summit meeting in Quebec, but was staying…",0.0,0.0,1.0,0.0,96
496,nytimes,Sat Jun 09 05:00:08 +0000 2018,"50 years after his death, friends, aides and journalists recall Robert F. Kennedy's last campaign in California, hi… https://t.co/bAveWEnYW5",-0.2023,0.129,0.708,0.163,97
497,nytimes,Sat Jun 09 04:45:03 +0000 2018,"In Canada, many observers were calling it the ""G-6 plus 1"" — with President Trump being cast as the irrational, ira… https://t.co/AUbzhnVmGY",-0.34,0.0,0.893,0.107,98
498,nytimes,Sat Jun 09 04:30:05 +0000 2018,"RT @kenvogel: MANAFORT paid KONSTANTIN KILIMNIK $531k in 2013 &amp; 2014, according to lobbying records, but that covers only a fraction of the…",-0.0387,0.0,0.948,0.052,99
499,nytimes,Sat Jun 09 04:15:04 +0000 2018,What should you do when a loved one is severely depressed? Don’t underestimate the power of showing up. https://t.co/yqRyXmSWiM,-0.5574,0.148,0.53,0.322,100
